submission_id,submission_delay_hours,revision_count
SUB014507,8,0
SUB014508,13,1
SUB014509,21,3
SUB014510,11,3
SUB014511,15,3
SUB014512,17,4
SUB014513,17,6
SUB014514,1,2
SUB014515,18,1
SUB014516,9,3
SUB014517,10,3
SUB014518,12,1
SUB014519,10,1
SUB014520,13,3
SUB014521,13,2
SUB014522,17,0
SUB014523,20,3
SUB014524,21,2
SUB014525,15,0
SUB014526,13,2
SUB014527,13,2
SUB014528,12,1
SUB014529,15,1
SUB014530,9,2
SUB014531,21,1
SUB014532,18,2
SUB014533,10,1
SUB014534,31,3
SUB014535,14,2
SUB014536,5,2
SUB014537,17,1
SUB014538,16,6
SUB014539,10,0
SUB014540,12,2
SUB014541,17,4
SUB014542,24,4
SUB014543,15,3
SUB014544,26,1
SUB014545,17,3
SUB014546,19,2
SUB014547,8,6
SUB014548,20,4
SUB014549,4,2
SUB014550,20,1
SUB014551,24,2
SUB014552,22,2
SUB014553,21,4
SUB014554,18,2
SUB014555,12,3
SUB014556,11,3
SUB014557,10,2
SUB014558,15,2
SUB014559,25,2
SUB014560,21,1
SUB014561,11,3
SUB014562,19,6
SUB014563,10,3
SUB014564,17,3
SUB014565,10,2
SUB014566,24,2
SUB014567,10,3
SUB014568,17,0
SUB014569,7,1
SUB014570,22,0
SUB014571,17,4
SUB014572,12,3
SUB014573,16,2
SUB014574,16,2
SUB014575,24,4
SUB014576,11,5
SUB014577,19,0
SUB014578,15,5
SUB014579,7,1
SUB014580,9,1
SUB014581,9,3
SUB014582,9,5
SUB014583,6,0
SUB014584,17,1
SUB014585,14,4
SUB014586,10,1
SUB014587,12,0
SUB014588,2,3
SUB014589,10,4
SUB014590,13,3
SUB014591,10,1
SUB014592,9,1
SUB014593,13,6
SUB014594,21,4
SUB014595,15,1
SUB014596,22,1
SUB014597,5,3
SUB014598,21,2
SUB014599,12,0
SUB014600,7,2
SUB014601,15,3
SUB014602,7,2
SUB014603,9,5
SUB014604,20,2
SUB014605,22,1
SUB014606,8,1
SUB014607,13,4
SUB014608,20,1
SUB014609,20,1
SUB014610,10,3
SUB014611,18,3
SUB014612,9,4
SUB014613,14,0
SUB014614,17,2
SUB014615,13,3
SUB014616,20,2
SUB014617,8,6
SUB014618,9,0
SUB014619,4,1
SUB014620,10,1
SUB014621,9,1
SUB014622,16,2
SUB014623,11,0
SUB014624,6,2
SUB014625,12,2
SUB014626,24,3
SUB014627,7,4
SUB014628,15,2
SUB014629,19,1
SUB014630,17,3
SUB014631,22,2
SUB014632,7,1
SUB014633,10,1
SUB014634,7,3
SUB014635,1,1
SUB014636,6,1
SUB014637,10,3
SUB014638,20,2
SUB014639,3,2
SUB014640,14,2
SUB014641,12,2
SUB014642,26,1
SUB014643,27,2
SUB014644,26,3
SUB014645,16,4
SUB014646,16,0
SUB014647,22,0
SUB014648,3,2
SUB014649,22,3
SUB014650,11,2
SUB014651,16,2
SUB014652,17,5
SUB014653,25,5
SUB014654,22,1
SUB014655,23,1
SUB014656,31,1
SUB014657,29,1
SUB014658,30,3
SUB014659,21,2
SUB014660,7,2
SUB014661,27,1
SUB014662,23,1
SUB014663,21,3
SUB014664,22,4
SUB014665,17,2
SUB014666,16,3
SUB014667,16,3
SUB014668,25,0
SUB014669,22,3
SUB014670,10,2
SUB014671,13,3
SUB014672,16,1
SUB014673,17,2
SUB014674,19,2
SUB014675,36,1
SUB014676,31,2
SUB014677,12,3
SUB014678,25,2
SUB014679,25,2
SUB014680,13,2
SUB014681,19,3
SUB014682,19,2
SUB014683,19,3
SUB014684,19,5
SUB014685,19,1
SUB014686,8,2
SUB014687,23,0
SUB014688,14,1
SUB014689,36,0
SUB014690,24,4
SUB014691,22,4
SUB014692,18,1
SUB014693,15,1
SUB014694,8,2
SUB014695,8,0
SUB014696,17,1
SUB014697,12,2
SUB014698,19,2
SUB014699,12,2
SUB014700,18,1
SUB014701,14,2
SUB014702,11,1
SUB014703,28,2
SUB014704,15,2
SUB014705,22,3
SUB014706,25,1
SUB014707,21,0
SUB014708,26,4
SUB014709,9,2
SUB014710,24,1
SUB014711,14,2
SUB014712,13,1
SUB014713,6,3
SUB014714,24,0
SUB014715,17,2
SUB014716,20,0
SUB014717,21,0
SUB014718,5,3
SUB014719,22,3
SUB014720,22,0
SUB014721,19,1
SUB014722,24,1
SUB014723,33,1
SUB014724,23,2
SUB014725,14,0
SUB014726,8,3
SUB014727,7,2
SUB014728,10,5
SUB014729,17,2
SUB014730,9,2
SUB014731,21,1
SUB014732,8,5
SUB014733,7,5
SUB014734,13,0
SUB014735,20,3
SUB014736,20,2
SUB014737,19,1
SUB014738,18,0
SUB014739,12,2
SUB014740,16,3
SUB014741,14,0
SUB014742,21,3
SUB014743,14,3
SUB014744,20,2
SUB014745,17,1
SUB014746,19,4
SUB014747,24,4
SUB014748,20,2
SUB014749,13,3
SUB014750,9,2
SUB014751,22,4
SUB014752,14,7
SUB014753,11,2
SUB014754,32,3
SUB014755,13,2
SUB014756,23,1
SUB014757,17,1
SUB014758,18,0
SUB014759,28,1
SUB014760,24,1
SUB014761,23,3
SUB014762,15,0
SUB014763,10,1
SUB014764,20,2
SUB014765,17,1
SUB014766,24,2
SUB014767,19,3
SUB014768,25,3
SUB014769,23,4
SUB014770,16,3
SUB014771,24,3
SUB014772,17,1
SUB014773,21,4
SUB014774,13,0
SUB014775,7,3
SUB014776,12,0
SUB014777,26,1
SUB014778,17,1
SUB014779,17,2
SUB014780,13,2
SUB014781,7,2
SUB014782,17,3
SUB014783,25,1
SUB014784,30,1
SUB014785,16,3
SUB014786,8,1
SUB014787,5,2
SUB014788,26,5
SUB014789,12,1
SUB014790,3,3
SUB014791,20,0
SUB014792,24,1
SUB014793,20,0
SUB014794,11,0
SUB014795,15,3
SUB014796,14,2
SUB014797,13,1
SUB014798,19,2
SUB014799,25,1
SUB014800,0,0
SUB014801,18,2
SUB014802,23,0
SUB014803,11,2
SUB014804,22,2
SUB014805,17,0
SUB014806,19,2
SUB014807,25,2
SUB014808,15,2
SUB014809,28,3
SUB014810,11,3
SUB014811,27,3
SUB014812,30,1
SUB014813,21,1
SUB014814,14,0
SUB014815,10,1
SUB014816,9,5
SUB014817,17,3
SUB014818,17,3
SUB014819,22,3
SUB014820,2,4
SUB014821,19,0
SUB014822,26,1
SUB014823,9,4
SUB014824,12,4
SUB014825,18,2
SUB014826,27,6
SUB014827,0,0
SUB014828,3,0
SUB014829,13,2
SUB014830,14,1
SUB014831,17,4
SUB014832,13,2
SUB014833,10,3
SUB014834,5,1
SUB014835,10,1
SUB014836,9,3
SUB014837,3,1
SUB014838,8,1
SUB014839,10,3
SUB014840,16,0
SUB014841,16,1
SUB014842,8,2
SUB014843,10,2
SUB014844,17,0
SUB014845,9,5
SUB014846,7,6
SUB014847,22,1
SUB014848,24,1
SUB014849,12,3
SUB014850,11,1
SUB014851,23,1
SUB014852,15,0
SUB014853,13,0
SUB014854,12,2
SUB014855,5,2
SUB014856,6,0
SUB014857,1,4
SUB014858,14,1
SUB014859,15,3
SUB014860,27,2
SUB014861,21,3
SUB014862,16,5
SUB014863,16,3
SUB014864,15,3
SUB014865,10,4
SUB014866,24,2
SUB014867,21,3
SUB014868,26,1
SUB014869,23,1
SUB014870,9,5
SUB014871,6,0
SUB014872,20,2
SUB014873,14,4
SUB014874,22,5
SUB014875,14,3
SUB014876,20,2
SUB014877,21,0
SUB014878,19,2
SUB014879,8,3
SUB014880,12,1
SUB014881,10,1
SUB014882,15,0
SUB014883,15,3
SUB014884,12,3
SUB014885,7,1
SUB014886,0,2
SUB014887,9,2
SUB014888,6,1
SUB014889,14,2
SUB014890,15,2
SUB014891,4,2
SUB014892,15,2
SUB014893,8,0
SUB014894,17,1
SUB014895,14,1
SUB014896,16,5
SUB014897,22,1
SUB014898,16,0
SUB014899,23,0
SUB014900,24,1
SUB014901,2,1
SUB014902,9,1
SUB014903,22,2
SUB014904,13,2
SUB014905,11,1
SUB014906,14,4
SUB014907,10,2
SUB014908,17,2
SUB014909,13,3
SUB014910,21,1
SUB014911,20,1
SUB014912,10,4
SUB014913,12,2
SUB014914,19,0
SUB014915,9,2
SUB014916,20,3
SUB014917,11,4
SUB014918,13,4
SUB014919,14,1
SUB014920,18,3
SUB014921,22,3
SUB014922,12,0
SUB014923,8,3
SUB014924,27,2
SUB014925,10,2
SUB014926,25,2
SUB014927,9,2
SUB014928,25,3
SUB014929,11,2
SUB014930,20,1
SUB014931,9,0
SUB014932,18,0
SUB014933,13,1
SUB014934,12,1
SUB014935,22,4
SUB014936,15,1
SUB014937,11,2
SUB014938,6,1
SUB014939,9,2
SUB014940,17,6
SUB014941,6,2
SUB014942,2,1
SUB014943,12,2
SUB014944,15,1
SUB014945,7,2
SUB014946,14,5
SUB014947,16,1
SUB014948,17,4
SUB014949,17,4
SUB014950,0,1
SUB014951,6,0
SUB014952,13,3
SUB014953,12,4
SUB014954,3,1
SUB014955,10,5
SUB014956,13,4
SUB014957,17,0
SUB014958,13,3
SUB014959,11,4
SUB014960,15,2
SUB014961,13,3
SUB014962,14,2
SUB014963,12,5
SUB014964,11,1
SUB014965,4,2
SUB014966,10,2
SUB014967,9,0
SUB014968,9,5
SUB014969,11,3
SUB014970,-4,2
SUB014971,5,2
SUB014972,9,3
SUB014973,0,0
SUB014974,-3,2
SUB014975,3,3
SUB014976,0,0
SUB014977,12,3
SUB014978,14,2
SUB014979,7,2
SUB014980,16,3
SUB014981,7,4
SUB014982,2,4
SUB014983,15,1
SUB014984,6,2
SUB014985,16,0
SUB014986,-6,0
SUB014987,13,3
SUB014988,10,1
SUB014989,8,1
SUB014990,1,3
SUB014991,3,1
SUB014992,14,2
SUB014993,7,4
SUB014994,22,1
SUB014995,7,0
SUB014996,14,3
SUB014997,-2,1
SUB014998,8,1
SUB014999,1,1
SUB015000,24,0
SUB015001,37,3
SUB015002,38,0
SUB015003,29,0
SUB015004,13,3
SUB015005,25,1
SUB015006,10,3
SUB015007,21,1
SUB015008,18,2
SUB015009,22,2
SUB015010,20,3
SUB015011,17,2
SUB015012,22,2
SUB015013,24,0
SUB015014,18,1
SUB015015,22,4
SUB015016,26,2
SUB015017,26,2
SUB015018,24,5
SUB015019,18,3
SUB015020,20,2
SUB015021,21,1
SUB015022,22,1
SUB015023,8,3
SUB015024,16,7
SUB015025,25,2
SUB015026,25,2
SUB015027,7,5
SUB015028,23,2
SUB015029,25,3
SUB015030,21,1
SUB015031,25,5
SUB015032,16,2
SUB015033,26,1
SUB015034,10,0
SUB015035,23,1
SUB015036,20,4
SUB015037,18,0
SUB015038,23,2
SUB015039,30,1
SUB015040,13,2
SUB015041,26,4
SUB015042,29,2
SUB015043,22,2
SUB015044,15,0
SUB015045,31,0
SUB015046,20,4
SUB015047,20,4
SUB015048,25,2
SUB015049,18,3
SUB015050,12,3
SUB015051,28,0
SUB015052,30,1
SUB015053,19,2
SUB015054,14,6
SUB015055,26,1
SUB015056,28,0
SUB015057,24,1
SUB015058,22,4
SUB015059,16,2
SUB015060,4,2
SUB015061,14,2
SUB015062,19,2
SUB015063,16,1
SUB015064,18,1
SUB015065,18,3
SUB015066,15,1
SUB015067,18,0
SUB015068,20,1
SUB015069,20,2
SUB015070,16,1
SUB015071,16,0
SUB015072,22,1
SUB015073,22,2
SUB015074,21,1
SUB015075,23,0
SUB015076,13,3
SUB015077,30,3
SUB015078,14,1
SUB015079,29,5
SUB015080,15,0
SUB015081,21,2
SUB015082,18,2
SUB015083,18,0
SUB015084,12,3
SUB015085,13,2
SUB015086,27,1
SUB015087,24,0
SUB015088,8,0
SUB015089,7,2
SUB015090,13,3
SUB015091,9,2
SUB015092,25,6
SUB015093,18,5
SUB015094,18,0
SUB015095,17,1
SUB015096,13,1
SUB015097,10,2
SUB015098,23,1
SUB015099,22,0
SUB015100,20,2
SUB015101,17,2
SUB015102,19,4
SUB015103,17,0
SUB015104,18,3
SUB015105,16,1
SUB015106,24,3
SUB015107,16,1
SUB015108,14,2
SUB015109,10,0
SUB015110,12,0
SUB015111,12,1
SUB015112,14,1
SUB015113,26,3
SUB015114,13,2
SUB015115,18,4
SUB015116,11,0
SUB015117,17,2
SUB015118,16,1
SUB015119,18,1
SUB015120,6,1
SUB015121,16,0
SUB015122,19,1
SUB015123,15,4
SUB015124,15,1
SUB015125,26,5
SUB015126,17,2
SUB015127,16,2
SUB015128,25,2
SUB015129,12,1
SUB015130,19,1
SUB015131,22,2
SUB015132,18,4
SUB015133,15,3
SUB015134,15,0
SUB015135,12,1
SUB015136,16,2
SUB015137,31,2
SUB015138,15,0
SUB015139,11,3
SUB015140,22,7
SUB015141,20,4
SUB015142,10,2
SUB015143,10,1
SUB015144,9,1
SUB015145,1,2
SUB015146,15,3
SUB015147,24,0
SUB015148,21,2
SUB015149,23,2
SUB015150,19,2
SUB015151,21,3
SUB015152,10,3
SUB015153,8,3
SUB015154,7,2
SUB015155,20,1
SUB015156,10,2
SUB015157,24,2
SUB015158,17,2
SUB015159,14,2
SUB015160,17,2
SUB015161,14,6
SUB015162,13,0
SUB015163,17,1
SUB015164,15,0
SUB015165,21,0
SUB015166,17,1
SUB015167,28,1
SUB015168,18,2
SUB015169,19,5
SUB015170,13,4
SUB015171,10,2
SUB015172,7,0
SUB015173,12,1
SUB015174,12,4
SUB015175,20,3
SUB015176,18,5
SUB015177,24,1
SUB015178,8,4
SUB015179,19,0
SUB015180,25,2
SUB015181,31,0
SUB015182,27,1
SUB015183,28,2
SUB015184,29,3
SUB015185,13,2
SUB015186,9,0
SUB015187,17,2
SUB015188,25,3
SUB015189,20,2
SUB015190,9,4
SUB015191,22,2
SUB015192,24,2
SUB015193,27,0
SUB015194,16,4
SUB015195,20,5
SUB015196,24,5
SUB015197,16,0
SUB015198,15,2
SUB015199,10,2
SUB015200,24,6
SUB015201,33,3
SUB015202,21,2
SUB015203,22,2
SUB015204,10,4
SUB015205,26,5
SUB015206,23,2
SUB015207,34,4
SUB015208,17,0
SUB015209,20,2
SUB015210,17,7
SUB015211,24,4
SUB015212,15,0
SUB015213,18,3
SUB015214,27,1
SUB015215,19,1
SUB015216,22,2
SUB015217,24,4
SUB015218,10,6
SUB015219,23,3
SUB015220,23,1
SUB015221,33,1
SUB015222,18,0
SUB015223,10,3
SUB015224,8,2
SUB015225,20,0
SUB015226,20,1
SUB015227,31,4
SUB015228,13,0
SUB015229,8,1
SUB015230,22,2
SUB015231,27,1
SUB015232,10,5
SUB015233,24,5
SUB015234,19,4
SUB015235,11,4
SUB015236,12,2
SUB015237,12,4
SUB015238,19,0
SUB015239,13,2
SUB015240,17,0
SUB015241,15,0
SUB015242,13,3
SUB015243,22,3
SUB015244,24,1
SUB015245,24,2
SUB015246,15,1
SUB015247,34,2
SUB015248,10,2
SUB015249,22,3
SUB015250,21,3
SUB015251,25,2
SUB015252,20,4
SUB015253,15,2
SUB015254,16,1
SUB015255,28,0
SUB015256,21,1
SUB015257,19,1
SUB015258,19,3
SUB015259,28,1
SUB015260,14,0
SUB015261,6,4
SUB015262,18,2
SUB015263,13,0
SUB015264,23,1
SUB015265,32,2
SUB015266,23,1
SUB015267,25,1
SUB015268,20,0
SUB015269,19,2
SUB015270,22,2
SUB015271,27,1
SUB015272,28,3
SUB015273,21,2
SUB015274,16,0
SUB015275,15,2
SUB015276,15,0
SUB015277,11,1
SUB015278,27,0
SUB015279,14,2
SUB015280,19,1
SUB015281,24,2
SUB015282,16,2
SUB015283,12,3
SUB015284,23,2
SUB015285,18,5
SUB015286,14,2
SUB015287,20,5
SUB015288,22,4
SUB015289,28,2
SUB015290,20,2
SUB015291,20,1
SUB015292,7,2
SUB015293,21,2
SUB015294,19,1
SUB015295,21,2
SUB015296,14,0
SUB015297,11,2
SUB015298,28,1
SUB015299,27,1
SUB015300,6,0
SUB015301,16,2
SUB015302,16,1
SUB015303,21,4
SUB015304,3,1
SUB015305,9,1
SUB015306,11,2
SUB015307,25,1
SUB015308,7,3
SUB015309,14,3
SUB015310,20,3
SUB015311,9,2
SUB015312,6,4
SUB015313,15,2
SUB015314,7,3
SUB015315,15,2
SUB015316,6,1
SUB015317,12,1
SUB015318,13,3
SUB015319,8,0
SUB015320,4,1
SUB015321,12,2
SUB015322,15,0
SUB015323,8,2
SUB015324,14,2
SUB015325,10,4
SUB015326,18,3
SUB015327,11,4
SUB015328,13,6
SUB015329,14,1
SUB015330,1,2
SUB015331,17,1
SUB015332,18,2
SUB015333,3,2
SUB015334,2,1
SUB015335,13,4
SUB015336,16,1
SUB015337,10,2
SUB015338,7,1
SUB015339,11,5
SUB015340,10,1
SUB015341,6,0
SUB015342,7,2
SUB015343,4,0
SUB015344,5,2
SUB015345,5,3
SUB015346,15,1
SUB015347,3,3
SUB015348,11,0
SUB015349,9,1
SUB015350,14,0
SUB015351,9,0
SUB015352,7,0
SUB015353,11,2
SUB015354,8,3
SUB015355,18,4
SUB015356,7,4
SUB015357,14,6
SUB015358,15,2
SUB015359,16,1
SUB015360,12,3
SUB015361,8,2
SUB015362,8,5
SUB015363,17,1
SUB015364,6,4
SUB015365,12,1
SUB015366,13,4
SUB015367,11,3
SUB015368,13,3
SUB015369,10,2
SUB015370,28,2
SUB015371,0,0
SUB015372,9,1
SUB015373,10,2
SUB015374,18,1
SUB015375,15,3
SUB015376,16,1
SUB015377,7,0
SUB015378,12,3
SUB015379,17,0
SUB015380,7,2
SUB015381,7,4
SUB015382,18,2
SUB015383,0,1
SUB015384,11,3
SUB015385,12,3
SUB015386,6,2
SUB015387,2,4
SUB015388,12,5
SUB015389,10,1
SUB015390,0,3
SUB015391,7,4
SUB015392,17,2
SUB015393,11,0
SUB015394,5,4
SUB015395,12,2
SUB015396,12,2
SUB015397,11,1
SUB015398,16,0
SUB015399,13,0
SUB015400,21,0
SUB015401,9,2
SUB015402,10,1
SUB015403,22,1
SUB015404,18,2
SUB015405,7,4
SUB015406,8,5
SUB015407,7,2
SUB015408,16,3
SUB015409,10,1
SUB015410,2,0
SUB015411,20,0
SUB015412,25,0
SUB015413,3,3
SUB015414,9,2
SUB015415,20,2
SUB015416,4,3
SUB015417,5,1
SUB015418,17,3
SUB015419,18,4
SUB015420,22,3
SUB015421,8,2
SUB015422,5,3
SUB015423,1,3
SUB015424,4,2
SUB015425,12,0
SUB015426,10,3
SUB015427,8,4
SUB015428,7,4
SUB015429,9,1
SUB015430,7,2
SUB015431,-1,3
SUB015432,16,1
SUB015433,12,0
SUB015434,2,1
SUB015435,6,1
SUB015436,18,1
SUB015437,9,4
SUB015438,15,1
SUB015439,24,2
SUB015440,15,5
SUB015441,19,2
SUB015442,5,1
SUB015443,12,0
SUB015444,4,0
SUB015445,9,3
SUB015446,3,1
SUB015447,11,0
SUB015448,15,0
SUB015449,17,0
SUB015450,21,4
SUB015451,18,0
SUB015452,6,4
SUB015453,8,2
SUB015454,13,2
SUB015455,7,1
SUB015456,15,2
SUB015457,13,1
SUB015458,11,2
SUB015459,8,2
SUB015460,4,1
SUB015461,15,0
SUB015462,11,1
SUB015463,5,2
SUB015464,11,2
SUB015465,13,1
SUB015466,15,6
SUB015467,13,4
SUB015468,19,2
SUB015469,11,0
SUB015470,10,3
SUB015471,13,2
SUB015472,3,2
SUB015473,19,2
SUB015474,16,3
SUB015475,16,4
SUB015476,9,0
SUB015477,14,1
SUB015478,4,1
SUB015479,12,3
SUB015480,16,1
SUB015481,8,3
SUB015482,11,0
SUB015483,26,1
SUB015484,12,1
SUB015485,6,1
SUB015486,15,1
SUB015487,21,3
SUB015488,15,3
SUB015489,13,1
SUB015490,4,2
SUB015491,13,1
SUB015492,19,3
SUB015493,23,1
SUB015494,15,4
SUB015495,19,1
SUB015496,17,0
SUB015497,13,5
SUB015498,11,2
SUB015499,21,3
SUB015500,17,1
SUB015501,10,2
SUB015502,15,3
SUB015503,25,0
SUB015504,9,4
SUB015505,21,3
SUB015506,19,1
SUB015507,9,3
SUB015508,0,2
SUB015509,19,2
SUB015510,8,3
SUB015511,16,0
SUB015512,9,2
SUB015513,16,1
SUB015514,14,3
SUB015515,19,2
SUB015516,6,2
SUB015517,16,1
SUB015518,17,3
SUB015519,31,3
SUB015520,28,1
SUB015521,20,2
SUB015522,9,1
SUB015523,13,4
SUB015524,18,2
SUB015525,20,3
SUB015526,17,1
SUB015527,21,3
SUB015528,17,2
SUB015529,24,4
SUB015530,14,2
SUB015531,20,2
SUB015532,21,1
SUB015533,7,2
SUB015534,19,2
SUB015535,17,2
SUB015536,2,3
SUB015537,7,2
SUB015538,-2,4
SUB015539,20,0
SUB015540,14,1
SUB015541,13,0
SUB015542,26,4
SUB015543,21,2
SUB015544,20,6
SUB015545,18,3
SUB015546,30,3
SUB015547,20,1
SUB015548,21,1
SUB015549,25,2
SUB015550,23,2
SUB015551,8,0
SUB015552,23,1
SUB015553,19,3
SUB015554,12,1
SUB015555,19,1
SUB015556,12,4
SUB015557,11,2
SUB015558,23,4
SUB015559,13,4
SUB015560,23,2
SUB015561,17,1
SUB015562,19,4
SUB015563,20,1
SUB015564,17,1
SUB015565,18,1
SUB015566,14,3
SUB015567,14,1
SUB015568,18,3
SUB015569,9,1
SUB015570,27,2
SUB015571,19,4
SUB015572,32,1
SUB015573,26,2
SUB015574,22,0
SUB015575,20,0
SUB015576,19,4
SUB015577,9,3
SUB015578,20,2
SUB015579,13,1
SUB015580,12,1
SUB015581,22,3
SUB015582,20,0
SUB015583,24,2
SUB015584,16,1
SUB015585,16,2
SUB015586,7,0
SUB015587,18,2
SUB015588,15,2
SUB015589,18,1
SUB015590,24,1
SUB015591,21,1
SUB015592,28,1
SUB015593,14,4
SUB015594,27,1
SUB015595,12,3
SUB015596,11,3
SUB015597,12,5
SUB015598,11,2
SUB015599,21,3
SUB015600,28,3
SUB015601,15,3
SUB015602,12,6
SUB015603,13,6
SUB015604,14,1
SUB015605,14,0
SUB015606,15,3
SUB015607,18,2
SUB015608,9,0
SUB015609,26,1
SUB015610,12,2
SUB015611,15,2
SUB015612,12,3
SUB015613,24,2
SUB015614,24,2
SUB015615,7,6
SUB015616,28,1
SUB015617,33,2
SUB015618,24,1
SUB015619,3,1
SUB015620,21,1
SUB015621,19,2
SUB015622,15,1
SUB015623,15,0
SUB015624,16,2
SUB015625,24,2
SUB015626,26,2
SUB015627,18,1
SUB015628,18,2
SUB015629,24,3
SUB015630,24,2
SUB015631,18,2
SUB015632,19,4
SUB015633,12,2
SUB015634,12,1
SUB015635,17,4
SUB015636,10,1
SUB015637,10,0
SUB015638,26,3
SUB015639,17,1
SUB015640,19,4
SUB015641,17,3
SUB015642,24,2
SUB015643,13,0
SUB015644,19,0
SUB015645,12,2
SUB015646,19,1
SUB015647,18,0
SUB015648,17,1
SUB015649,4,3
SUB015650,13,5
SUB015651,26,1
SUB015652,8,3
SUB015653,15,2
SUB015654,13,3
SUB015655,8,3
SUB015656,15,2
SUB015657,20,3
SUB015658,26,3
SUB015659,13,5
SUB015660,18,0
SUB015661,13,0
SUB015662,15,2
SUB015663,12,2
SUB015664,14,1
SUB015665,18,2
SUB015666,12,1
SUB015667,12,4
SUB015668,26,3
SUB015669,17,2
SUB015670,15,1
SUB015671,19,3
SUB015672,10,2
SUB015673,12,2
SUB015674,7,2
SUB015675,8,2
SUB015676,17,2
SUB015677,23,0
SUB015678,6,5
SUB015679,15,4
SUB015680,13,3
SUB015681,8,5
SUB015682,26,3
SUB015683,18,1
SUB015684,16,4
SUB015685,4,0
SUB015686,11,2
SUB015687,16,3
SUB015688,20,1
SUB015689,7,3
SUB015690,13,3
SUB015691,19,2
SUB015692,20,3
SUB015693,18,6
SUB015694,4,2
SUB015695,20,3
SUB015696,16,0
SUB015697,7,1
SUB015698,11,3
SUB015699,18,3
SUB015700,4,1
SUB015701,18,2
SUB015702,17,4
SUB015703,23,2
SUB015704,6,1
SUB015705,15,1
SUB015706,2,4
SUB015707,13,2
SUB015708,16,3
SUB015709,12,0
SUB015710,11,2
SUB015711,13,3
SUB015712,23,2
SUB015713,4,1
SUB015714,19,3
SUB015715,11,2
SUB015716,15,4
SUB015717,6,2
SUB015718,4,0
SUB015719,-4,1
SUB015720,7,2
SUB015721,10,1
SUB015722,19,1
SUB015723,10,6
SUB015724,10,0
SUB015725,12,3
SUB015726,11,0
SUB015727,13,2
SUB015728,7,2
SUB015729,25,0
SUB015730,15,1
SUB015731,4,4
SUB015732,-1,1
SUB015733,12,1
SUB015734,9,1
SUB015735,13,1
SUB015736,15,1
SUB015737,4,2
SUB015738,4,2
SUB015739,25,1
SUB015740,15,4
SUB015741,10,4
SUB015742,11,1
SUB015743,10,0
SUB015744,22,3
SUB015745,7,2
SUB015746,14,0
SUB015747,16,3
SUB015748,5,0
SUB015749,9,1
SUB015750,16,2
SUB015751,15,2
SUB015752,12,4
SUB015753,12,2
SUB015754,8,1
SUB015755,12,1
SUB015756,10,1
SUB015757,9,1
SUB015758,4,4
SUB015759,15,2
SUB015760,22,2
SUB015761,0,2
SUB015762,16,3
SUB015763,8,2
SUB015764,11,2
SUB015765,26,1
SUB015766,15,2
SUB015767,11,0
SUB015768,13,3
SUB015769,2,1
SUB015770,19,3
SUB015771,8,4
SUB015772,2,3
SUB015773,17,3
SUB015774,4,2
SUB015775,6,1
SUB015776,12,6
SUB015777,13,5
SUB015778,12,5
SUB015779,24,3
SUB015780,20,1
SUB015781,1,1
SUB015782,19,3
SUB015783,9,3
SUB015784,12,4
SUB015785,8,0
SUB015786,2,1
SUB015787,16,7
SUB015788,13,2
SUB015789,15,5
SUB015790,9,4
SUB015791,3,1
SUB015792,12,2
SUB015793,11,1
SUB015794,16,2
SUB015795,10,2
SUB015796,5,2
SUB015797,11,3
SUB015798,14,4
SUB015799,9,0
SUB015800,5,1
SUB015801,2,3
SUB015802,8,4
SUB015803,13,2
SUB015804,5,2
SUB015805,7,1
SUB015806,9,2
SUB015807,8,1
SUB015808,6,3
SUB015809,19,1
SUB015810,6,1
SUB015811,9,2
SUB015812,8,2
SUB015813,6,4
SUB015814,13,0
SUB015815,2,4
SUB015816,10,0
SUB015817,14,1
SUB015818,6,5
SUB015819,7,4
SUB015820,1,2
SUB015821,17,2
SUB015822,17,3
SUB015823,9,4
SUB015824,9,3
SUB015825,26,1
SUB015826,8,2
SUB015827,11,0
SUB015828,15,2
SUB015829,12,3
SUB015830,11,0
SUB015831,16,1
SUB015832,10,1
SUB015833,0,2
SUB015834,6,0
SUB015835,14,1
SUB015836,7,5
SUB015837,9,2
SUB015838,1,2
SUB015839,14,2
SUB015840,12,1
SUB015841,7,3
SUB015842,3,2
SUB015843,12,1
SUB015844,17,2
SUB015845,27,2
SUB015846,22,3
SUB015847,13,5
SUB015848,12,1
SUB015849,16,2
SUB015850,11,0
SUB015851,21,2
SUB015852,22,5
SUB015853,13,1
SUB015854,19,6
SUB015855,16,5
SUB015856,21,1
SUB015857,7,4
SUB015858,16,3
SUB015859,17,0
SUB015860,30,1
SUB015861,25,4
SUB015862,4,2
SUB015863,28,2
SUB015864,16,1
SUB015865,21,2
SUB015866,6,2
SUB015867,18,2
SUB015868,13,3
SUB015869,16,1
SUB015870,15,3
SUB015871,16,0
SUB015872,20,4
SUB015873,20,0
SUB015874,15,4
SUB015875,24,0
SUB015876,10,5
SUB015877,15,1
SUB015878,15,1
SUB015879,18,1
SUB015880,12,3
SUB015881,8,2
SUB015882,13,4
SUB015883,10,1
SUB015884,25,2
SUB015885,14,2
SUB015886,17,3
SUB015887,17,3
SUB015888,17,1
SUB015889,13,5
SUB015890,13,5
SUB015891,18,1
SUB015892,26,2
SUB015893,0,1
SUB015894,12,5
SUB015895,26,2
SUB015896,23,3
SUB015897,15,2
SUB015898,13,4
SUB015899,9,0
SUB015900,16,3
SUB015901,8,0
SUB015902,23,4
SUB015903,15,1
